state	year	month	SE	Verordnungen	VerordnungenSE
5	2016	7	30	72	2160
5	2016	7	90	80	7200
5	2016	8	30	77	2310
5	2016	8	90	77	6930
5	2016	9	30	64	1920
5	2016	9	90	81	7290
5	2016	10	30	62	1860
5	2016	10	90	45	4050
5	2016	11	30	59	1770
5	2016	11	90	74	6660
5	2016	12	30	52	1560
5	2016	12	90	64	5760
5	2017	1	30	54	1620
5	2017	1	90	42	3780
5	2017	2	30	50	1500
5	2017	2	90	51	4590
5	2017	3	30	63	1890
5	2017	3	90	66	5940
5	2017	4	30	51	1530
5	2017	4	90	50	4500
5	2017	5	30	59	1770
5	2017	5	90	58	5220
5	2017	6	30	56	1680
5	2017	6	90	69	6210
5	2017	7	30	57	1710
5	2017	7	90	50	4500
5	2017	8	30	55	1650
5	2017	8	90	62	5580
5	2017	9	30	52	1560
5	2017	9	90	49	4410
5	2017	10	28	1	28
5	2017	10	30	45	1350
5	2017	10	90	63	5670
5	2017	11	30	60	1800
5	2017	11	90	67	6030
5	2017	12	30	45	1350
5	2017	12	90	63	5670
5	2018	1	30	48	1440
5	2018	1	90	54	4860
5	2018	2	30	49	1470
5	2018	2	90	53	4770
5	2018	3	30	53	1590
5	2018	3	90	63	5670
5	2018	4	10	1	10
5	2018	4	30	54	1620
5	2018	4	90	57	5130
5	2018	5	30	53	1590
5	2018	5	90	72	6480
5	2018	6	30	44	1320
5	2018	6	90	61	5490
5	2018	7	30	42	1260
5	2018	7	90	79	7110
5	2018	8	30	45	1350
5	2018	8	90	67	6030
5	2018	9	30	60	1800
5	2018	9	90	66	5940
5	2018	10	30	46	1380
5	2018	10	90	67	6030
5	2018	11	30	54	1620
5	2018	11	90	78	7020
5	2018	12	30	44	1320
5	2018	12	60	1	60
5	2018	12	90	70	6300
5	2019	1	30	42	1260
5	2019	1	90	57	5130
5	2019	2	30	28	840
5	2019	2	90	72	6480
5	2019	3	30	29	870
5	2019	3	90	69	6210
5	2019	4	30	31	930
5	2019	4	90	59	5310
5	2019	5	30	32	960
5	2019	5	90	79	7110
5	2019	6	30	33	990
5	2019	6	90	55	4950
5	2019	7	30	36	1080
5	2019	7	90	52	4680
5	2019	8	30	29	870
5	2019	8	90	79	7110
5	2019	9	30	46	1380
5	2019	9	35	5	175
5	2019	9	84	1	84
5	2019	9	90	85	7650
5	2019	10	30	41	1230
5	2019	10	35	4	140
5	2019	10	90	71	6390
5	2019	11	30	42	1260
5	2019	11	35	4	140
5	2019	11	84	1	84
5	2019	11	90	83	7470
5	2019	12	30	39	1170
5	2019	12	35	1	35
5	2019	12	90	87	7830
5	2020	1	30	48	1440
5	2020	1	90	84	7560
5	2020	2	30	34	1020
5	2020	2	35	1	35
5	2020	2	84	1	84
5	2020	2	90	94	8460
5	2020	3	30	49	1470
5	2020	3	84	1	84
5	2020	3	90	99	8910
5	2020	4	30	37	1110
5	2020	4	35	1	35
5	2020	4	90	68	6120
5	2020	5	30	30	900
5	2020	5	84	2	168
5	2020	5	90	87	7830
5	2020	6	30	36	1080
5	2020	6	35	1	35
5	2020	6	90	97	8730
5	2020	7	30	41	1230
5	2020	7	84	1	84
5	2020	7	90	93	8370
5	2020	8	30	26	780
5	2020	8	90	99	8910
5	2020	9	30	28	840
5	2020	9	84	3	252
5	2020	9	90	106	9540
5	2020	10	30	33	990
5	2020	10	35	1	35
5	2020	10	84	2	168
5	2020	10	90	102	9180
5	2020	11	30	26	780
5	2020	11	35	1	35
5	2020	11	90	101	9090
5	2020	12	30	41	1230
5	2020	12	35	1	35
5	2020	12	84	1	84
5	2020	12	90	104	9360
5	2021	1	30	30	900
5	2021	1	35	1	35
5	2021	1	84	1	84
5	2021	1	90	101	9090
5	2021	2	30	26	780
5	2021	2	90	98	8820
5	2021	3	30	29	870
5	2021	3	35	3	105
5	2021	3	84	1	84
5	2021	3	90	117	10530
5	2021	4	30	24	720
5	2021	4	90	98	8820
5	2021	5	30	26	780
5	2021	5	35	1	35
5	2021	5	90	99	8910
5	2021	6	30	24	720
5	2021	6	35	2	70
5	2021	6	84	1	84
5	2021	6	90	116	10440
5	2021	7	30	23	690
5	2021	7	35	1	35
5	2021	7	90	119	10710
5	2021	8	30	22	660
5	2021	8	35	1	35
5	2021	8	90	114	10260
5	2021	9	30	26	780
5	2021	9	35	1	35
5	2021	9	84	2	168
5	2021	9	90	95	8550
5	2021	10	30	22	660
5	2021	10	90	131	11790
5	2021	11	30	23	690
5	2021	11	90	123	11070
5	2021	12	30	16	480
5	2021	12	35	2	70
5	2021	12	84	2	168
5	2021	12	90	133	11970
6	2015	1	30	987	29610
6	2015	1	90	292	26280
6	2015	2	30	877	26310
6	2015	2	90	323	29070
6	2015	3	30	920	27600
6	2015	3	90	359	32310
6	2015	4	30	1406	42180
6	2015	4	90	303	27270
6	2015	5	30	976	29280
6	2015	5	90	265	23850
6	2015	6	30	882	26460
6	2015	6	90	351	31590
6	2015	7	30	1196	35880
6	2015	7	90	353	31770
6	2015	8	30	932	27960
6	2015	8	90	257	23130
6	2015	9	30	859	25770
6	2015	9	90	246	22140
6	2015	10	30	1180	35400
6	2015	10	90	254	22860
6	2015	11	30	1067	32010
6	2015	11	90	303	27270
6	2015	12	30	165	4950
6	2015	12	90	499	44910
6	2016	1	30	109	3270
6	2016	1	90	593	53370
6	2016	2	30	120	3600
6	2016	2	90	528	47520
6	2016	3	30	110	3300
6	2016	3	90	507	45630
6	2016	4	30	115	3450
6	2016	4	90	568	51120
6	2016	5	30	110	3300
6	2016	5	90	484	43560
6	2016	6	30	97	2910
6	2016	6	90	329	29610
6	2016	7	30	85	2550
6	2016	7	90	414	37260
6	2016	8	30	78	2340
6	2016	8	90	266	23940
6	2016	9	30	51	1530
6	2016	9	90	270	24300
6	2016	10	30	53	1590
6	2016	10	90	292	26280
6	2016	11	30	73	2190
6	2016	11	90	251	22590
6	2016	12	30	64	1920
6	2016	12	90	252	22680
6	2017	1	30	65	1950
6	2017	1	90	264	23760
6	2017	2	30	48	1440
6	2017	2	90	200	18000
6	2017	3	30	60	1800
6	2017	3	90	218	19620
6	2017	4	30	48	1440
6	2017	4	90	242	21780
6	2017	5	30	57	1710
6	2017	5	90	212	19080
6	2017	6	30	60	1800
6	2017	6	90	208	18720
6	2017	7	30	54	1620
6	2017	7	90	222	19980
6	2017	8	30	60	1800
6	2017	8	90	210	18900
6	2017	9	28	1	28
6	2017	9	30	60	1800
6	2017	9	90	181	16290
6	2017	10	30	48	1440
6	2017	10	90	204	18360
6	2017	11	30	37	1110
6	2017	11	90	214	19260
6	2017	12	30	47	1410
6	2017	12	90	196	17640
6	2018	1	30	39	1170
6	2018	1	90	202	18180
6	2018	2	30	38	1140
6	2018	2	90	151	13590
6	2018	3	28	3	84
6	2018	3	30	41	1230
6	2018	3	90	177	15930
6	2018	4	28	1	28
6	2018	4	30	34	1020
6	2018	4	84	1	84
6	2018	4	90	203	18270
6	2018	5	30	42	1260
6	2018	5	90	214	19260
6	2018	6	30	44	1320
6	2018	6	90	200	18000
6	2018	7	30	44	1320
6	2018	7	90	188	16920
6	2018	8	30	41	1230
6	2018	8	90	206	18540
6	2018	9	30	32	960
6	2018	9	90	198	17820
6	2018	10	30	49	1470
6	2018	10	90	205	18450
6	2018	11	30	32	960
6	2018	11	90	191	17190
6	2018	12	7	1	7
6	2018	12	30	32	960
6	2018	12	90	188	16920
6	2019	1	30	31	930
6	2019	1	90	188	16920
6	2019	2	30	32	960
6	2019	2	90	182	16380
6	2019	3	28	1	28
6	2019	3	30	32	960
6	2019	3	90	166	14940
6	2019	4	30	26	780
6	2019	4	90	194	17460
6	2019	5	30	26	780
6	2019	5	90	181	16290
6	2019	6	30	29	870
6	2019	6	35	1	35
6	2019	6	90	172	15480
6	2019	7	30	33	990
6	2019	7	35	2	70
6	2019	7	90	176	15840
6	2019	8	30	21	630
6	2019	8	35	4	140
6	2019	8	90	179	16110
6	2019	9	30	77	2310
6	2019	9	35	2	70
6	2019	9	84	17	1428
6	2019	9	90	383	34470
6	2019	10	30	91	2730
6	2019	10	35	13	455
6	2019	10	84	16	1344
6	2019	10	90	383	34470
6	2019	11	30	92	2760
6	2019	11	35	14	490
6	2019	11	84	13	1092
6	2019	11	90	364	32760
6	2019	12	30	94	2820
6	2019	12	35	5	175
6	2019	12	84	14	1176
6	2019	12	90	386	34740
6	2020	1	30	85	2550
6	2020	1	35	4	140
6	2020	1	84	22	1848
6	2020	1	90	427	38430
6	2020	2	30	88	2640
6	2020	2	35	5	175
6	2020	2	84	15	1260
6	2020	2	90	386	34740
6	2020	3	30	50	1500
6	2020	3	35	2	70
6	2020	3	84	18	1512
6	2020	3	90	436	39240
6	2020	4	30	33	990
6	2020	4	35	5	175
6	2020	4	84	12	1008
6	2020	4	90	363	32670
6	2020	5	30	42	1260
6	2020	5	35	6	210
6	2020	5	84	19	1596
6	2020	5	90	390	35100
6	2020	6	30	56	1680
6	2020	6	35	4	140
6	2020	6	84	18	1512
6	2020	6	90	393	35370
6	2020	7	30	56	1680
6	2020	7	35	12	420
6	2020	7	84	19	1596
6	2020	7	90	403	36270
6	2020	8	30	64	1920
6	2020	8	35	6	210
6	2020	8	84	19	1596
6	2020	8	90	421	37890
6	2020	9	30	47	1410
6	2020	9	35	5	175
6	2020	9	84	24	2016
6	2020	9	90	450	40500
6	2020	10	30	61	1830
6	2020	10	35	4	140
6	2020	10	84	20	1680
6	2020	10	90	459	41310
6	2020	11	30	48	1440
6	2020	11	35	5	175
6	2020	11	84	20	1680
6	2020	11	90	450	40500
6	2020	12	30	55	1650
6	2020	12	84	1	84
6	2020	12	90	492	44280
6	2021	1	30	59	1770
6	2021	1	84	9	756
6	2021	1	90	481	43290
6	2021	2	30	49	1470
6	2021	2	35	7	245
6	2021	2	84	9	756
6	2021	2	90	433	38970
6	2021	3	30	63	1890
6	2021	3	35	6	210
6	2021	3	84	6	504
6	2021	3	90	532	47880
6	2021	4	30	60	1800
6	2021	4	35	6	210
6	2021	4	84	19	1596
6	2021	4	90	490	44100
6	2021	5	30	66	1980
6	2021	5	35	3	105
6	2021	5	84	12	1008
6	2021	5	90	435	39150
6	2021	6	30	71	2130
6	2021	6	35	2	70
6	2021	6	84	8	672
6	2021	6	90	558	50220
6	2021	7	30	86	2580
6	2021	7	35	5	175
6	2021	7	84	8	672
6	2021	7	90	563	50670
6	2021	8	30	67	2010
6	2021	8	84	3	252
6	2021	8	90	551	49590
6	2021	9	30	74	2220
6	2021	9	35	4	140
6	2021	9	84	15	1260
6	2021	9	90	543	48870
6	2021	10	30	90	2700
6	2021	10	35	1	35
6	2021	10	84	13	1092
6	2021	10	90	586	52740
6	2021	11	30	82	2460
6	2021	11	35	5	175
6	2021	11	84	13	1092
6	2021	11	90	575	51750
6	2021	12	30	71	2130
6	2021	12	35	3	105
6	2021	12	84	12	1008
6	2021	12	90	564	50760
7	2015	1	30	112	3360
7	2015	1	90	536	48240
7	2015	2	30	94	2820
7	2015	2	90	447	40230
7	2015	3	30	136	4080
7	2015	3	90	379	34110
7	2015	4	30	107	3210
7	2015	4	90	536	48240
7	2015	5	30	88	2640
7	2015	5	90	427	38430
7	2015	6	30	118	3540
7	2015	6	90	377	33930
7	2015	7	30	123	3690
7	2015	7	90	568	51120
7	2015	8	30	103	3090
7	2015	8	90	408	36720
7	2015	9	30	125	3750
7	2015	9	90	390	35100
7	2015	10	30	122	3660
7	2015	10	90	584	52560
7	2015	11	30	101	3030
7	2015	11	90	418	37620
7	2015	12	30	149	4470
7	2015	12	90	409	36810
7	2016	1	30	93	2790
7	2016	1	90	530	47700
7	2016	2	30	104	3120
7	2016	2	90	434	39060
7	2016	3	30	97	2910
7	2016	3	90	388	34920
7	2016	4	30	90	2700
7	2016	4	90	559	50310
7	2016	5	30	86	2580
7	2016	5	90	382	34380
7	2016	6	30	76	2280
7	2016	6	90	284	25560
7	2016	7	30	55	1650
7	2016	7	90	402	36180
7	2016	8	30	58	1740
7	2016	8	90	290	26100
7	2016	9	30	52	1560
7	2016	9	90	259	23310
7	2016	10	30	45	1350
7	2016	10	90	302	27180
7	2016	11	30	50	1500
7	2016	11	90	215	19350
7	2016	12	30	47	1410
7	2016	12	90	243	21870
7	2017	1	30	41	1230
7	2017	1	90	257	23130
7	2017	2	30	36	1080
7	2017	2	90	207	18630
7	2017	3	30	56	1680
7	2017	3	90	174	15660
7	2017	4	30	27	810
7	2017	4	90	237	21330
7	2017	5	30	55	1650
7	2017	5	90	172	15480
7	2017	6	30	52	1560
7	2017	6	90	181	16290
7	2017	7	30	28	840
7	2017	7	90	233	20970
7	2017	8	30	30	900
7	2017	8	90	173	15570
7	2017	9	30	34	1020
7	2017	9	90	169	15210
7	2017	10	28	1	28
7	2017	10	30	40	1200
7	2017	10	90	199	17910
7	2017	11	30	39	1170
7	2017	11	90	183	16470
7	2017	12	30	43	1290
7	2017	12	90	141	12690
7	2018	1	30	37	1110
7	2018	1	90	169	15210
7	2018	2	30	34	1020
7	2018	2	90	153	13770
7	2018	3	30	33	990
7	2018	3	90	129	11610
7	2018	4	28	2	56
7	2018	4	30	42	1260
7	2018	4	90	166	14940
7	2018	5	30	35	1050
7	2018	5	90	143	12870
7	2018	6	30	41	1230
7	2018	6	90	138	12420
7	2018	7	30	28	840
7	2018	7	90	155	13950
7	2018	8	30	34	1020
7	2018	8	90	135	12150
7	2018	9	30	36	1080
7	2018	9	90	112	10080
7	2018	10	30	40	1200
7	2018	10	90	153	13770
7	2018	11	30	39	1170
7	2018	11	84	1	84
7	2018	11	90	131	11790
7	2018	12	30	44	1320
7	2018	12	90	110	9900
7	2019	1	30	29	870
7	2019	1	90	146	13140
7	2019	2	28	1	28
7	2019	2	30	28	840
7	2019	2	84	1	84
7	2019	2	90	116	10440
7	2019	3	30	32	960
7	2019	3	60	1	60
7	2019	3	90	89	8010
7	2019	4	30	41	1230
7	2019	4	90	135	12150
7	2019	5	28	1	28
7	2019	5	30	39	1170
7	2019	5	84	2	168
7	2019	5	90	129	11610
7	2019	6	30	29	870
7	2019	6	90	93	8370
7	2019	7	30	34	1020
7	2019	7	90	120	10800
7	2019	8	10	2	20
7	2019	8	30	37	1110
7	2019	8	35	4	140
7	2019	8	60	2	120
7	2019	8	84	1	84
7	2019	8	90	132	11880
7	2019	9	30	123	3690
7	2019	9	35	23	805
7	2019	9	84	13	1092
7	2019	9	90	321	28890
7	2019	10	30	130	3900
7	2019	10	35	14	490
7	2019	10	60	2	120
7	2019	10	84	6	504
7	2019	10	90	365	32850
7	2019	11	30	131	3930
7	2019	11	35	16	560
7	2019	11	84	13	1092
7	2019	11	90	298	26820
7	2019	12	30	117	3510
7	2019	12	35	29	1015
7	2019	12	60	2	120
7	2019	12	84	5	420
7	2019	12	90	350	31500
7	2020	1	30	143	4290
7	2020	1	35	13	455
7	2020	1	84	9	756
7	2020	1	90	423	38070
7	2020	2	30	115	3450
7	2020	2	35	16	560
7	2020	2	84	3	252
7	2020	2	90	355	31950
7	2020	3	30	97	2910
7	2020	3	35	19	665
7	2020	3	84	17	1428
7	2020	3	90	418	37620
7	2020	4	30	47	1410
7	2020	4	35	6	210
7	2020	4	84	10	840
7	2020	4	90	332	29880
7	2020	5	30	61	1830
7	2020	5	35	11	385
7	2020	5	84	16	1344
7	2020	5	90	318	28620
7	2020	6	30	97	2910
7	2020	6	35	3	105
7	2020	6	84	11	924
7	2020	6	90	366	32940
7	2020	7	30	78	2340
7	2020	7	35	14	490
7	2020	7	84	18	1512
7	2020	7	90	419	37710
7	2020	8	30	98	2940
7	2020	8	35	8	280
7	2020	8	84	9	756
7	2020	8	90	363	32670
7	2020	9	30	112	3360
7	2020	9	35	9	315
7	2020	9	84	21	1764
7	2020	9	90	420	37800
7	2020	10	30	109	3270
7	2020	10	35	8	280
7	2020	10	84	18	1512
7	2020	10	90	484	43560
7	2020	11	30	74	2220
7	2020	11	35	7	245
7	2020	11	84	16	1344
7	2020	11	90	460	41400
7	2020	12	30	105	3150
7	2020	12	35	12	420
7	2020	12	84	7	588
7	2020	12	90	420	37800
7	2021	1	30	69	2070
7	2021	1	35	9	315
7	2021	1	84	7	588
7	2021	1	90	493	44370
7	2021	2	30	72	2160
7	2021	2	35	8	280
7	2021	2	84	7	588
7	2021	2	90	428	38520
7	2021	3	30	81	2430
7	2021	3	35	5	175
7	2021	3	84	7	588
7	2021	3	90	481	43290
7	2021	4	30	74	2220
7	2021	4	35	3	105
7	2021	4	84	4	336
7	2021	4	90	516	46440
7	2021	5	30	93	2790
7	2021	5	35	8	280
7	2021	5	60	1	60
7	2021	5	84	5	420
7	2021	5	90	452	40680
7	2021	6	30	88	2640
7	2021	6	35	3	105
7	2021	6	60	1	60
7	2021	6	84	9	756
7	2021	6	90	465	41850
7	2021	7	30	102	3060
7	2021	7	84	7	588
7	2021	7	90	583	52470
7	2021	8	30	76	2280
7	2021	8	35	1	35
7	2021	8	84	3	252
7	2021	8	90	499	44910
7	2021	9	30	101	3030
7	2021	9	35	2	70
7	2021	9	60	1	60
7	2021	9	84	6	504
7	2021	9	90	491	44190
7	2021	10	30	99	2970
7	2021	10	35	8	280
7	2021	10	84	4	336
7	2021	10	90	569	51210
7	2021	11	30	91	2730
7	2021	11	35	4	140
7	2021	11	84	5	420
7	2021	11	90	538	48420
7	2021	12	30	76	2280
7	2021	12	35	7	245
7	2021	12	60	1	60
7	2021	12	84	9	756
7	2021	12	90	412	37080
8	2015	1	30	26	780
8	2015	1	90	45	4050
8	2015	2	30	17	510
8	2015	2	90	41	3690
8	2015	3	30	23	690
8	2015	3	90	60	5400
8	2015	4	30	28	840
8	2015	4	90	72	6480
8	2015	5	30	26	780
8	2015	5	90	60	5400
8	2015	6	30	39	1170
8	2015	6	90	62	5580
8	2015	7	30	29	870
8	2015	7	90	51	4590
8	2015	8	30	35	1050
8	2015	8	90	57	5130
8	2015	9	30	24	720
8	2015	9	90	58	5220
8	2015	10	30	32	960
8	2015	10	90	76	6840
8	2015	11	30	34	1020
8	2015	11	90	48	4320
8	2015	12	30	16	480
8	2015	12	90	73	6570
8	2016	1	30	10	300
8	2016	1	90	65	5850
8	2016	2	30	9	270
8	2016	2	90	53	4770
8	2016	3	30	10	300
8	2016	3	90	72	6480
8	2016	4	30	9	270
8	2016	4	90	81	7290
8	2016	5	30	9	270
8	2016	5	90	70	6300
8	2016	6	30	15	450
8	2016	6	90	63	5670
8	2016	7	30	10	300
8	2016	7	90	73	6570
8	2016	8	30	8	240
8	2016	8	90	40	3600
8	2016	9	30	9	270
8	2016	9	90	54	4860
8	2016	10	30	5	150
8	2016	10	90	73	6570
8	2016	11	30	9	270
8	2016	11	90	76	6840
8	2016	12	30	10	300
8	2016	12	90	60	5400
8	2017	1	30	8	240
8	2017	1	90	65	5850
8	2017	2	30	5	150
8	2017	2	90	42	3780
8	2017	3	30	7	210
8	2017	3	90	63	5670
8	2017	4	30	7	210
8	2017	4	90	58	5220
8	2017	5	30	9	270
8	2017	5	90	63	5670
8	2017	6	30	5	150
8	2017	6	90	69	6210
8	2017	7	30	11	330
8	2017	7	90	49	4410
8	2017	8	30	6	180
8	2017	8	90	59	5310
8	2017	9	30	10	300
8	2017	9	90	62	5580
8	2017	10	30	8	240
8	2017	10	90	59	5310
8	2017	11	30	9	270
8	2017	11	90	79	7110
8	2017	12	30	8	240
8	2017	12	90	44	3960
8	2018	1	30	8	240
8	2018	1	90	55	4950
8	2018	2	30	9	270
8	2018	2	90	42	3780
8	2018	3	30	6	180
8	2018	3	90	43	3870
8	2018	4	30	9	270
8	2018	4	90	59	5310
8	2018	5	30	2	60
8	2018	5	90	65	5850
8	2018	6	30	9	270
8	2018	6	90	38	3420
8	2018	7	30	12	360
8	2018	7	90	54	4860
8	2018	8	10	1	10
8	2018	8	28	1	28
8	2018	8	30	6	180
8	2018	8	90	52	4680
8	2018	9	28	1	28
8	2018	9	30	8	240
8	2018	9	90	39	3510
8	2018	10	30	5	150
8	2018	10	90	49	4410
8	2018	11	7	1	7
8	2018	11	30	9	270
8	2018	11	90	66	5940
8	2018	12	30	7	210
8	2018	12	90	69	6210
8	2019	1	30	5	150
8	2019	1	90	40	3600
8	2019	2	30	4	120
8	2019	2	90	32	2880
8	2019	3	30	5	150
8	2019	3	90	51	4590
8	2019	4	30	8	240
8	2019	4	90	55	4950
8	2019	5	30	6	180
8	2019	5	90	53	4770
8	2019	6	30	5	150
8	2019	6	90	54	4860
8	2019	7	30	7	210
8	2019	7	90	32	2880
8	2019	8	30	4	120
8	2019	8	90	43	3870
8	2019	9	30	10	300
8	2019	9	35	3	105
8	2019	9	90	39	3510
8	2019	10	30	13	390
8	2019	10	90	45	4050
8	2019	11	30	5	150
8	2019	11	90	65	5850
8	2019	12	30	7	210
8	2019	12	90	50	4500
8	2020	1	7	1	7
8	2020	1	28	1	28
8	2020	1	30	5	150
8	2020	1	90	40	3600
8	2020	2	30	6	180
8	2020	2	90	37	3330
8	2020	3	30	5	150
8	2020	3	90	52	4680
8	2020	4	30	4	120
8	2020	4	90	54	4860
8	2020	5	30	3	90
8	2020	5	90	63	5670
8	2020	6	30	3	90
8	2020	6	90	48	4320
8	2020	7	30	5	150
8	2020	7	90	44	3960
8	2020	8	30	5	150
8	2020	8	90	36	3240
8	2020	9	30	3	90
8	2020	9	90	45	4050
8	2020	10	30	1	30
8	2020	10	90	64	5760
8	2020	11	30	7	210
8	2020	11	35	1	35
8	2020	11	90	58	5220
8	2020	12	30	2	60
8	2020	12	90	50	4500
8	2021	1	30	3	90
8	2021	1	90	47	4230
8	2021	2	30	5	150
8	2021	2	90	41	3690
8	2021	3	30	4	120
8	2021	3	90	66	5940
8	2021	4	30	2	60
8	2021	4	90	62	5580
8	2021	5	30	2	60
8	2021	5	90	49	4410
8	2021	6	30	9	270
8	2021	6	90	68	6120
8	2021	7	30	7	210
8	2021	7	90	52	4680
8	2021	8	30	10	300
8	2021	8	90	47	4230
8	2021	9	30	11	330
8	2021	9	90	54	4860
8	2021	10	30	4	120
8	2021	10	90	52	4680
8	2021	11	30	5	150
8	2021	11	90	60	5400
8	2021	12	30	3	90
8	2021	12	90	55	4950
9	2015	1	30	291	8730
9	2015	1	90	328	29520
9	2015	2	30	199	5970
9	2015	2	90	241	21690
9	2015	3	30	251	7530
9	2015	3	90	207	18630
9	2015	4	30	213	6390
9	2015	4	90	296	26640
9	2015	5	30	224	6720
9	2015	5	90	271	24390
9	2015	6	30	239	7170
9	2015	6	90	191	17190
9	2015	7	30	253	7590
9	2015	7	90	261	23490
9	2015	8	30	251	7530
9	2015	8	90	254	22860
9	2015	9	30	236	7080
9	2015	9	90	223	20070
9	2015	10	30	244	7320
9	2015	10	90	264	23760
9	2015	11	30	225	6750
9	2015	11	90	222	19980
9	2015	12	30	162	4860
9	2015	12	90	417	37530
9	2016	1	30	92	2760
9	2016	1	90	302	27180
9	2016	2	30	122	3660
9	2016	2	90	322	28980
9	2016	3	30	117	3510
9	2016	3	90	315	28350
9	2016	4	30	136	4080
9	2016	4	90	368	33120
9	2016	5	30	107	3210
9	2016	5	90	337	30330
9	2016	6	30	101	3030
9	2016	6	90	268	24120
9	2016	7	30	92	2760
9	2016	7	90	260	23400
9	2016	8	30	81	2430
9	2016	8	90	288	25920
9	2016	9	30	67	2010
9	2016	9	90	225	20250
9	2016	10	30	74	2220
9	2016	10	90	244	21960
9	2016	11	30	68	2040
9	2016	11	90	249	22410
9	2016	12	30	75	2250
9	2016	12	90	203	18270
9	2017	1	30	58	1740
9	2017	1	90	215	19350
9	2017	2	30	46	1380
9	2017	2	90	196	17640
9	2017	3	30	76	2280
9	2017	3	90	209	18810
9	2017	4	30	70	2100
9	2017	4	90	196	17640
9	2017	5	30	49	1470
9	2017	5	90	179	16110
9	2017	6	30	59	1770
9	2017	6	90	169	15210
9	2017	7	30	53	1590
9	2017	7	90	249	22410
9	2017	8	30	60	1800
9	2017	8	90	227	20430
9	2017	9	28	1	28
9	2017	9	30	55	1650
9	2017	9	90	189	17010
9	2017	10	28	1	28
9	2017	10	30	47	1410
9	2017	10	90	167	15030
9	2017	11	28	1	28
9	2017	11	30	55	1650
9	2017	11	90	212	19080
9	2017	12	28	3	84
9	2017	12	30	43	1290
9	2017	12	90	165	14850
9	2018	1	28	1	28
9	2018	1	30	38	1140
9	2018	1	90	136	12240
9	2018	2	28	1	28
9	2018	2	30	44	1320
9	2018	2	90	121	10890
9	2018	3	30	34	1020
9	2018	3	90	144	12960
9	2018	4	30	34	1020
9	2018	4	60	1	60
9	2018	4	90	103	9270
9	2018	5	30	42	1260
9	2018	5	90	157	14130
9	2018	6	30	36	1080
9	2018	6	60	1	60
9	2018	6	90	129	11610
9	2018	7	30	45	1350
9	2018	7	90	121	10890
9	2018	8	10	1	10
9	2018	8	30	41	1230
9	2018	8	90	162	14580
9	2018	9	30	32	960
9	2018	9	90	117	10530
9	2018	10	30	36	1080
9	2018	10	90	159	14310
9	2018	11	30	19	570
9	2018	11	90	140	12600
9	2018	12	30	29	870
9	2018	12	35	1	35
9	2018	12	90	121	10890
9	2019	1	28	1	28
9	2019	1	30	30	900
9	2019	1	90	122	10980
9	2019	2	10	18	180
9	2019	2	30	23	690
9	2019	2	90	117	10530
9	2019	3	10	4	40
9	2019	3	30	24	720
9	2019	3	90	134	12060
9	2019	4	30	23	690
9	2019	4	90	127	11430
9	2019	5	30	30	900
9	2019	5	90	114	10260
9	2019	6	30	26	780
9	2019	6	90	100	9000
9	2019	7	30	31	930
9	2019	7	35	1	35
9	2019	7	90	137	12330
9	2019	8	30	28	840
9	2019	8	35	1	35
9	2019	8	84	1	84
9	2019	8	90	126	11340
9	2019	9	30	53	1590
9	2019	9	35	29	1015
9	2019	9	84	16	1344
9	2019	9	90	121	10890
9	2019	10	30	51	1530
9	2019	10	35	21	735
9	2019	10	60	1	60
9	2019	10	84	23	1932
9	2019	10	90	151	13590
9	2019	11	7	1	7
9	2019	11	30	47	1410
9	2019	11	35	26	910
9	2019	11	84	19	1596
9	2019	11	90	152	13680
9	2019	12	30	48	1440
9	2019	12	35	17	595
9	2019	12	84	10	840
9	2019	12	90	131	11790
9	2020	1	30	47	1410
9	2020	1	35	14	490
9	2020	1	84	30	2520
9	2020	1	90	152	13680
9	2020	2	30	33	990
9	2020	2	35	15	525
9	2020	2	60	1	60
9	2020	2	84	19	1596
9	2020	2	90	160	14400
9	2020	3	30	46	1380
9	2020	3	35	8	280
9	2020	3	84	26	2184
9	2020	3	90	180	16200
9	2020	4	30	31	930
9	2020	4	35	4	140
9	2020	4	84	11	924
9	2020	4	90	147	13230
